,0,1,2,3
0,-9.559527567330809,-9.47088625318572,-9.559793463791076,-9.567254014956578
1,-9.285468421550032,-9.213451133380934,-9.225936995705267,-9.337024670588077
2,-9.335655763719986,-9.213663992452425,-9.287445481776645,-9.241576343389623
3,-9.254051048797756,-9.209991473484365,-9.359913375446707,-9.262345159980661
4,-9.310465942295265,-9.210889987839174,-9.22028839920078,-9.374940386411659
5,-9.259481170744115,-9.205399794661338,-9.206831173701293,-9.37256201640207
6,-9.328685258777776,-9.20756935407509,-9.245096406859155,-9.217752746840791
7,-9.403101402257128,-9.353442888464993,-9.23777740819684,-9.415130556357116
8,-9.367855944111097,-9.312744493843196,-9.338550240557925,-9.214379657658109
9,-9.212118927405152,-9.21208746624124,-9.212989869546478,-9.212978680283156
10,-9.211498133947396,-9.210806174188113,-9.210571185601482,-9.210995790168175
11,-9.210155843212743,-9.208918347589988,-9.210514006220686,-9.20992866956265
12,-9.20900980026692,-9.207521324583123,-9.207621965023481,-9.20836501658588
13,-9.205711415110283,-9.205919267022612,-9.204696248227023,-9.204932791094198
14,-9.205752424931218,-9.206036888789525,-9.204601544871906,-9.204732401171848
15,-9.21471412087818,-9.275222069186539,-9.210797722043937,-9.358170993539408
16,-9.211823393203005,-9.219079634523656,-9.22263373644853,-9.21266140548918
17,-9.212898730773365,-9.211623995995744,-9.21259312852057,-9.211738304270337
18,-9.205782902764248,-9.20529966304226,-9.207175683024932,-9.206551754302778
19,-9.207101386023206,-9.206289399024016,-9.206656721940515,-9.205460883973354
20,-9.204898446593077,-9.206195507133458,-9.206659977498855,-9.205504801928738
21,-9.205623679740278,-9.204731570610615,-9.205401726867175,-9.206058593904455
22,-9.208486614228327,-9.208282407598084,-9.209514715156914,-9.210203631287591
23,-9.327303319276886,-9.335631450104714,-9.211665109596014,-9.267746070128181
24,-9.228289903182892,-9.438529096876048,-9.584031993883407,-9.547352751058943
25,-9.219182620788072,-9.285521766354098,-9.377100975814075,-9.306801750812719
26,-9.20555371907673,-9.26207901941655,-9.319836763646673,-9.329093751148083
27,-9.206250000835196,-9.209048689451047,-9.31993921168198,-9.295936416232019
28,-9.207652828852678,-9.28938980019373,-9.326825814786568,-9.284630378570842
29,-9.206384192101531,-9.331648045625906,-9.286349507818585,-9.323014281391584
30,-9.210158833320477,-9.357868341765645,-9.233542661418966,-9.217996175447977
31,-9.441770130485166,-9.494455394139075,-9.255071490165042,-9.4704696228606
