,0,1,2,3
0,23.456733544592005,25.285795135972958,23.43283923515689,23.471199705586773
1,22.94488489695219,25.010178614741367,23.34555634950608,23.20438335329925
2,19.82668908974554,19.964122224455732,24.185901594849206,14.23627332435396
3,4.389480188836926,17.364662435872262,9.669794205346301,1.7925832184550867
4,-0.835216703262035,3.1630123247299387,5.537636609482318,1.380483751320158
5,-0.6342506115849957,-0.061631772856603415,0.4679070241118818,-0.22318927523516682
6,-0.8350072108655123,-0.14951653674509935,-0.10947082325880406,-0.21996000000000004
7,-0.47046021120000003,-0.31968992,-0.19676000000000002,-0.3636311040000001
8,23.478819616777407,23.44758637860126,23.512640935041453,25.260289367375687
9,23.74497431948612,23.686313193138353,25.846713241954575,23.681552347200622
10,19.19211562456246,21.374724390285685,24.280964995207416,20.221141360430476
11,7.243082400767874,11.545142244595418,23.075091669420004,7.224541464317091
12,0.8525242237500252,3.513314386237779,12.80873127413502,0.5722621144002246
13,-0.1544844082545907,-0.0930463911473378,3.3389319344135524,-0.14084796430173896
14,-0.1386412457260032,-0.17500642360791407,-0.13477899338053084,-0.17476078940617773
15,-0.228303590528,-0.3477605089203021,-0.17232548606877462,-0.8181746622357824
16,25.428042100316972,23.707102621496283,23.220167646407884,23.655506171174725
17,23.590749164122716,23.279552996011095,24.931470642879855,23.413698015578454
18,21.281328346608657,20.04890997308193,23.83973561373251,18.76495850737197
19,7.026104022314427,5.440597559496316,22.32664725721973,5.959791475932265
20,0.8147991976844299,0.14541532742373559,11.583112248284465,-0.15217175944195221
21,-0.15829810940226996,-0.18308311896092472,0.5525353520226772,-0.1562029761867328
22,-0.14083984987580017,-0.15160912297747015,-0.1731090154872146,-0.12372775488
23,-0.25239137210721846,-0.09819339736690945,-0.1325235214506097,-0.5613910286786481
24,24.953174657784412,22.4251910724619,22.516687558741065,22.484469270646613
25,24.682585358966623,20.738822203144395,22.555139319167534,21.638183193694125
26,14.640474142914073,8.761258610241558,23.3839688605398,5.839059401353563
27,12.46006894656387,4.218284887465367,3.69991243887812,0.4208944609533287
28,2.6485504514445237,-0.6512319411164309,-0.1964891775651703,-0.231670403342578
29,0.25835071793668785,-0.6767938568835078,-0.22970648440083752,-0.25675176423717805
30,-0.14966964403144933,-0.5255223884732471,-0.10378717229112322,-0.12316227329225896
31,-0.12345792846836876,-0.4693732284751058,-0.11630891491337891,-0.31376372857467955
