0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
1049.74583123084,1042.2521344167308,1050.1518348523339,1057.017834519007,1050.3640298628375,1054.8951806654095,1038.7817733186253,1037.2280595443115,1044.7613286055662,1046.0034786591773
1038.624356983734,1034.4794550511385,1054.6085950549675,1057.0146139274889,1054.4914905250903,1036.7589314767463,1064.000704417878,1042.3574814392841,1043.516890854365,1041.043732997255
1041.2805112074238,1054.9448903301716,1041.4671777631106,1043.3423911374045,1038.0474047764255,1061.4919733314623,1030.5334841101715,1047.0426229764385,1053.3312873346665,1033.7746673895215
1042.4463490280127,1056.5682955681139,1046.3479119270783,1047.4141134549543,1049.6090485860323,1041.826208106584,1054.9646272817838,1053.0051953026514,1050.9445643010104,1054.5935380454596
1044.2815295243,1045.257528536065,1056.9274530738348,1034.0927087091131,1062.8952306250512,1045.2351036808059,1057.1613673544584,1046.3056705578433,1055.7171601955404,1038.483262382615
1045.8959385097169,1058.3763392386563,1052.8725843901,1035.3606326094687,1041.5597449864167,1047.0823272611065,1043.3607027296691,1045.580608403858,1040.5533580191375,1046.1548802863126
1046.054121041061,1054.5256381936874,1048.2759703306924,1041.3618848281697,1046.6403965591003,1042.3931703302108,1046.1951634048032,1059.047596756698,1051.8649713826646,1044.7667155062127
1047.6883833784323,1052.5135959009363,1039.9806838975094,1043.680935386684,1046.0523537474387,1054.2621017053814,1045.8444398160095,1046.0811222992004,1035.0575658209464,1045.8336147206312
1052.226730642007,1051.5148244953443,1046.4118947008194,1053.792662044089,1036.2689244897956,1034.580299885173,1042.9867005075953,1052.4860228885448,1051.865252903778,1048.1160238232526
1050.2706670348507,1046.439899512387,1045.5461464173416,1053.4590941209608,1042.9823163391861,1043.7262227547978,1051.3056297771345,1032.862948500181,1047.620818728111,1046.4036008162882
